ObjectID,GlobalID,Date_HU,Time_HU,SiteID_HU,Crew_HU,Habitat Unit Type,Habitat Unit Start Position,Habitat Unit End Position,Habitat Unit Length (m),Secondary Channel Present?,Velocity,Depth Max (nearest 0.01m),Width Wetted Avg (nearest 0.1m),Pool Forming Feature,Large Woody Debris,Dominant Substrate,Subdominant Substrate,Canopy Cover,Instream Cover,HU Comment (free text),ParentGlobalID,CreationDate,Creator,EditDate,Editor
7,e600a01c-5043-4f8e-b05d-3d09a1cc0488,4/30/2021 16:00,10:16,POB001,"EmmaT, Declan D",glide,0,15.5,15.5,none,slow,0.3,4.4,,2,siltClay,cobble,10,"largeSubstrate,aquaticVeg,largeWoodyDebris,terrestrialVeg,undercutBanks",,2d9b22fc-4631-49b5-98ce-4fa71a27918f,4/30/2021 17:20,,4/30/2021 17:20,
8,8cc48ca5-7594-492e-9590-841f841efe5c,4/30/2021 16:00,10:23,POB001,"EmmaT, Declan D",riffle,15.5,29,13.5,none,swift,0.2,6.4,,5,cobble,sand,10,"undercutBanks,largeWoodyDebris,aquaticVeg,terrestrialVeg",Some gravel,2d9b22fc-4631-49b5-98ce-4fa71a27918f,4/30/2021 17:20,,4/30/2021 17:20,
9,befaa1c4-cc84-4a86-a47f-2cea4f1a5bad,4/30/2021 16:00,10:33,POB001,"EmmaT, Declan D",glide,29,45.7,16.7,none,swift,0.2,9.4,,4,siltClay,gravel,0,"undercutBanks,aquaticVeg,largeWoodyDebris",Narrow gravel channel with flooded silt ,2d9b22fc-4631-49b5-98ce-4fa71a27918f,4/30/2021 17:20,,4/30/2021 17:20,
10,b8ef3c78-3536-4f76-a5cc-f1da5c3ccf49,4/30/2021 16:00,10:39,POB001,"EmmaT, Declan D",glide,48,75,27,none,slow,0.18,5.3,,5,siltClay,siltClay,20,"largeWoodyDebris,undercutBanks,aquaticVeg",,2d9b22fc-4631-49b5-98ce-4fa71a27918f,4/30/2021 17:20,,4/30/2021 17:20,
11,d9423c84-ed6b-42ed-ba79-06e637674993,4/30/2021 16:00,10:44,POB001,"EmmaT, Declan D",riffle,74,78.5,4.5,none,swift,0.17,5.1,,3,cobble,siltClay,20,"undercutBanks,terrestrialVeg,aquaticVeg,largeWoodyDebris",,2d9b22fc-4631-49b5-98ce-4fa71a27918f,4/30/2021 17:20,,4/30/2021 17:20,
12,86db87e6-0dc3-4cd3-a1ed-b517fa4df8e9,4/30/2021 16:00,10:49,POB001,"EmmaT, Declan D",glide,78,100,22,fast,slow,0.13,4.1,,6,sand,cobble,20,"largeWoodyDebris,terrestrialVeg,aquaticVeg,undercutBanks",,2d9b22fc-4631-49b5-98ce-4fa71a27918f,4/30/2021 17:20,,4/30/2021 17:20,
28,dd0d0d41-ef7f-4d0e-8b2e-9064aa7c3908,5/1/2021 16:00,11:00,MLB005,Ronda and Mike Yeomans,run,,25,,none,swift,0.37,3.5,,1,cobble,gravel,30,"aquaticVeg,terrestrialVeg",,a6e6211f-2aea-452c-b9ce-822055a5306f,5/1/2021 15:47,,5/1/2021 15:47,
29,3dc71f46-914e-466d-9735-eaccca3b3015,5/1/2021 16:00,11:04,MLB005,Ronda and Mike Yeomans,riffle,,65,,none,swift,0.28,3,,2,cobble,boulder,30,"largeSubstrate,terrestrialVeg,aquaticVeg",,a6e6211f-2aea-452c-b9ce-822055a5306f,5/1/2021 15:47,,5/1/2021 15:47,
30,4cbf91de-5e7b-469c-b449-cf1ba6379357,5/1/2021 16:00,11:09,MLB005,Ronda and Mike Yeomans,run,,71,,none,swift,0.35,3,,0,cobble,boulder,30,"largeSubstrate,aquaticVeg",,a6e6211f-2aea-452c-b9ce-822055a5306f,5/1/2021 15:47,,5/1/2021 15:47,
31,24cf248f-f3e6-45a0-932c-5ae45d708c3c,5/1/2021 16:00,11:11,MLB005,Ronda and Mike Yeomans,riffle,,86,,none,swift,0.18,4,,0,cobble,boulder,30,"largeSubstrate,aquaticVeg,terrestrialVeg",,a6e6211f-2aea-452c-b9ce-822055a5306f,5/1/2021 15:47,,5/1/2021 15:47,
32,0bfe3585-12ed-4ae7-b46b-c2b3a25bb909,5/1/2021 16:00,11:14,MLB005,Ronda and Mike Yeomans,pool,,93,,none,swift,0.4,4.3,boulder,1,cobble,boulder,40,"aquaticVeg,terrestrialVeg",,a6e6211f-2aea-452c-b9ce-822055a5306f,5/1/2021 15:47,,5/1/2021 15:47,
33,0e5aa433-620f-4826-bd21-e0aefa778b9f,5/1/2021 16:00,11:18,MLB005,Ronda and Mike Yeomans,riffle,,100,,none,swift,20,3.5,,0,cobble,boulder,50,"aquaticVeg,terrestrialVeg",,a6e6211f-2aea-452c-b9ce-822055a5306f,5/1/2021 15:47,,5/1/2021 15:47,
45,334ca5b5-8053-4743-b941-d3d7afdc5682,5/1/2021 16:00,13:49,MLB001,Mike and Ronda Yeomans,run,,24,,none,swift,0.2,1.5,,0,gravel,cobble,10,"aquaticVeg,terrestrialVeg",,5429965d-c2ce-4e12-a3a3-d6096f6d44d7,5/1/2021 19:57,,5/1/2021 19:57,
46,bc19cebd-d1dc-493b-85e6-8b2726e4475b,5/1/2021 16:00,13:51,MLB001,Mike and Ronda Yeomans,pool,,33,,none,slow,0.4,3,meander,0,gravel,cobble,10,"aquaticVeg,terrestrialVeg,largeSubstrate",,5429965d-c2ce-4e12-a3a3-d6096f6d44d7,5/1/2021 19:57,,5/1/2021 19:57,
47,52cb7020-e95e-4905-b230-0d5fcbd951af,5/1/2021 16:00,13:54,MLB001,Mike and Ronda Yeomans,run,,57,,none,swift,0.27,1.5,,0,gravel,cobble,10,"aquaticVeg,terrestrialVeg",,5429965d-c2ce-4e12-a3a3-d6096f6d44d7,5/1/2021 19:57,,5/1/2021 19:57,
48,1817f0f6-6777-4640-8df8-f5d94e75738b,5/1/2021 16:00,13:57,MLB001,Mike and Ronda Yeomans,glide,,66,,none,slow,32,2.5,,0,sand,gravel,20,"aquaticVeg,terrestrialVeg",,5429965d-c2ce-4e12-a3a3-d6096f6d44d7,5/1/2021 19:57,,5/1/2021 19:57,
49,4a5467b8-408e-42f6-bbfd-3fedc4ec7b73,5/1/2021 16:00,14:00,MLB001,Mike and Ronda Yeomans,run,,100,,none,swift,0.3,3,,4,sand,gravel,30,"undercutBanks,largeWoodyDebris,aquaticVeg,terrestrialVeg",,5429965d-c2ce-4e12-a3a3-d6096f6d44d7,5/1/2021 19:57,,5/1/2021 19:57,
50,1df4563a-6431-4db8-b479-e6b6f6c4522e,5/3/2021 16:00,10:25,THB006,Charlie and Dean,run,,4.5,,none,swift,0.35,6,,0,cobble,gravel,10,"undercutBanks,aquaticVeg,terrestrialVeg",,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
51,02821180-cf27-42be-8e2c-e55ed417462a,5/3/2021 16:00,10:29,THB006,Charlie and Dean,pool,,14,,none,slow,1.05,6,boulder,0,cobble,gravel,0,"undercutBanks,terrestrialVeg,whitewater",Deep and slippery!,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
52,dc0e87ee-2d5a-4cb9-bc61-71955a5a23dd,5/3/2021 16:00,10:55,THB006,Charlie and Dean,cascade,,18.5,,none,swift,0.4,3,,0,cobble,gravel,10,"undercutBanks,terrestrialVeg",,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
53,04024d74-b48d-47dc-a963-a5b6483c656f,5/3/2021 16:00,11:01,THB006,Charlie and Dean,pool,,25,,none,slow,0.45,4,boulder,0,gravel,siltClay,10,terrestrialVeg,,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
54,fbb685c8-79d6-49dc-b0a6-a8782a29e296,5/3/2021 16:00,11:06,THB006,Charlie and Dean,riffle,,52.5,,slow,swift,0.2,8.5,,3,gravel,sand,20,"undercutBanks,largeWoodyDebris,aquaticVeg,terrestrialVeg",,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
55,d1325fa2-23b3-447a-b3c0-5145bf906a0c,5/3/2021 16:00,11:12,THB006,Charlie and Dean,pool,,56.5,,slow,swift,0.43,8,,0,cobble,siltClay,10,terrestrialVeg,,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
56,13b741c1-9919-491e-ae04-f1904d12bf54,5/3/2021 16:00,11:16,THB006,Charlie and Dean,run,,73,,none,swift,0.36,6,,0,cobble,gravel,10,"terrestrialVeg,undercutBanks",,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
57,e1207c66-7029-40eb-a2d3-71ac8c6a0ac8,5/3/2021 16:00,11:20,THB006,Charlie and Dean,pool,,76.5,,none,swift,0.6,3.5,boulder,0,cobble,gravel,10,largeSubstrate,,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
58,e77e34b1-8e41-4d0a-b3e1-f14abfeda632,5/3/2021 16:00,11:24,THB006,Charlie and Dean,run,,100,,fast,swift,0.3,5,,1,cobble,gravel,10,"undercutBanks,terrestrialVeg,whitewater",,02fb45b9-df7c-407c-b72c-8b8600006e9b,5/3/2021 16:35,,5/3/2021 16:35,
59,ee9d0d3c-07a3-4c13-8c0a-eef3ed7dd1d9,5/3/2021 16:00,12:12,THB 005,Dean Charley,pool,,100,,none,swift,0.75,3.6,,1,sand,cobble,30,"undercutBanks,aquaticVeg,largeWoodyDebris,terrestrialVeg",,b0ee4f9d-3204-49e1-82f6-7feaaba3fda8,5/3/2021 17:22,,5/3/2021 17:22,
60,0c4aa54c-2d60-4528-86ea-8731256d42b4,5/3/2021 16:00,12:46,THB 005,Dean Charley,run,,95,,fast,swift,0.65,4.3,,2,gravel,sand,0,"undercutBanks,largeWoodyDebris,aquaticVeg,terrestrialVeg",,b0ee4f9d-3204-49e1-82f6-7feaaba3fda8,5/3/2021 17:22,,5/3/2021 17:22,
61,11701269-0b0d-4e54-bb1b-ee402aa68ed8,5/3/2021 16:00,12:54,THB 005,Dean Charley,pool,,90,,none,swift,0.73,2.5,large woody debris,2,sand,gravel,0,"undercutBanks,largeWoodyDebris,aquaticVeg,terrestrialVeg",,b0ee4f9d-3204-49e1-82f6-7feaaba3fda8,5/3/2021 17:22,,5/3/2021 17:22,
62,4cc44998-2cb1-4c9d-a36a-3584511854ae,5/3/2021 16:00,12:57,THB 005,Dean Charley,run,,86,,none,swift,0.55,3,,3,cobble,gravel,50,"undercutBanks,largeSubstrate,largeWoodyDebris,aquaticVeg,terrestrialVeg",,b0ee4f9d-3204-49e1-82f6-7feaaba3fda8,5/3/2021 17:22,,5/3/2021 17:22,
63,205d0ac4-0476-443c-8626-589e0ccf69ab,5/3/2021 16:00,13:10,THB 005,Dean Charley,pool,,27,,none,slow,0.5,4,artificial,0,sand,gravel,40,"undercutBanks,aquaticVeg,terrestrialVeg",,b0ee4f9d-3204-49e1-82f6-7feaaba3fda8,5/3/2021 17:22,,5/3/2021 17:22,
64,1e31164a-77c5-4f5f-b48a-37615c92d359,5/3/2021 16:00,13:13,THB 005,Dean Charley,run,,23.5,,fast,swift,0.3,5.5,,0,sand,gravel,90,other,under culvert,b0ee4f9d-3204-49e1-82f6-7feaaba3fda8,5/3/2021 17:22,,5/3/2021 17:22,
87,d3636c02-e8be-45d7-971b-56a97f2b629d,5/21/2021 16:00,9:55,GEB003,Dean,riffle,,9,,none,swift,0.13,5.1,,1,cobble,gravel,80,"largeWoodyDebris,undercutBanks",,02f88a55-7e31-4cd6-841f-44286c3a1180,5/21/2021 14:39,,5/21/2021 14:39,
88,750c4054-185a-4f31-b6ed-2cc0f1fc2c09,5/21/2021 16:00,9:59,GEB003,Dean,run,,33,,none,swift,0.3,2.5,,0,cobble,gravel,80,"largeSubstrate,undercutBanks,terrestrialVeg",,02f88a55-7e31-4cd6-841f-44286c3a1180,5/21/2021 14:39,,5/21/2021 14:39,
89,9dc2ef25-9794-47e4-a1a8-eb4ebae4b9f0,5/21/2021 16:00,10:05,GEB003,Dean,riffle,,43.5,,none,swift,0.24,2.5,,0,cobble,gravel,80,"largeSubstrate,terrestrialVeg",,02f88a55-7e31-4cd6-841f-44286c3a1180,5/21/2021 14:39,,5/21/2021 14:39,
90,a9941f27-6b18-4489-9be4-a17a62e2b43c,5/21/2021 16:00,10:09,GEB003,Dean,pool,,49,,none,slow,0.33,3,boulder,0,cobble,gravel,80,terrestrialVeg,,02f88a55-7e31-4cd6-841f-44286c3a1180,5/21/2021 14:39,,5/21/2021 14:39,
91,5ad79c71-b1c3-47b2-b8d8-534854b036c2,5/21/2021 16:00,10:12,GEB003,Dean,pool,,53.5,,none,slow,0.36,2.5,boulder,0,cobble,gravel,90,terrestrialVeg,,02f88a55-7e31-4cd6-841f-44286c3a1180,5/21/2021 14:39,,5/21/2021 14:39,
92,e69771f0-4a64-44f8-a58a-761fb52c6781,5/21/2021 16:00,10:15,GEB003,Dean,cascade,,62,,none,swift,0.2,2.5,,0,cobble,gravel,60,terrestrialVeg,,02f88a55-7e31-4cd6-841f-44286c3a1180,5/21/2021 14:39,,5/21/2021 14:39,
93,7c99620c-a793-4118-b5ab-9943ef7f0c49,5/21/2021 16:00,10:17,GEB003,Dean,run,,93,,none,slow,0.43,3.2,,2,gravel,sand,80,"terrestrialVeg,largeWoodyDebris",,02f88a55-7e31-4cd6-841f-44286c3a1180,5/21/2021 14:39,,5/21/2021 14:39,
94,c2e62724-5a77-45a7-93bf-c627de6fbd19,5/21/2021 16:00,10:35,GEB003,Dean,pool,,100,,none,swift,0.3,3,large woody debris,4,siltClay,sand,90,"undercutBanks,terrestrialVeg",,02f88a55-7e31-4cd6-841f-44286c3a1180,5/21/2021 14:39,,5/21/2021 14:39,
95,916cddff-93d3-4130-a52e-9922a39dad1e,5/21/2021 16:00,11:07,THB006,"Dean, will ",run,,4.5,,none,swift,3.1,4.5,,0,,,80,terrestrialVeg,,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
96,1e6bd01b-88d5-4c08-b31c-cbdcb5a0bcd6,5/21/2021 16:00,11:10,THB006,"Dean, will ",pool,,14,,none,swift,1,3.6,boulder,0,,,0,terrestrialVeg,,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
97,ba6a3358-a7bc-4138-b4ff-2ebce6cc49ae,5/21/2021 16:00,11:19,THB006,"Dean, will ",cascade,,18.5,,none,swift,0.33,2.5,,0,,,30,terrestrialVeg,,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
98,eb67c7d2-d188-4494-8af8-612c541ec071,5/21/2021 16:00,11:27,THB006,"Dean, will ",pool,,25,,none,swift,0.42,3.4,boulder,0,,,50,terrestrialVeg,,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
99,12e14976-8d89-4aae-9dc0-8a77ecc26dfe,5/21/2021 16:00,11:29,THB006,"Dean, will ",riffle,,52.5,,fast,swift,2.7,4.5,,0,,,50,"terrestrialVeg,aquaticVeg",,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
100,e009a756-7af2-4d90-9235-a98e9e545916,5/21/2021 16:00,11:31,THB006,"Dean, will ",pool,,56.5,,none,swift,0.48,4,boulder,,,,70,terrestrialVeg,,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
101,4c1ec13a-f08f-4e19-85a0-d0b76550840a,5/21/2021 16:00,11:33,THB006,"Dean, will ",run,,73,,none,swift,0.32,4.5,,0,,,70,terrestrialVeg,,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
102,0db10e3f-9c4f-4900-b4c6-06c00a0b0d1c,5/21/2021 16:00,11:35,THB006,"Dean, will ",pool,,76.5,,none,swift,0.58,3,boulder,0,,,50,terrestrialVeg,,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
103,d6fd5f59-e3f6-4c5c-9244-29720e7248cf,5/21/2021 16:00,11:44,THB006,"Dean, will ",run,,100,,fast,swift,0.3,4,,0,,,80,terrestrialVeg,,cc779bf9-8e21-41e0-a55d-af0097130705,5/21/2021 15:48,,5/21/2021 15:48,
104,a23193b7-1363-4656-9019-7e4a0838f897,4/30/2021 16:00,11:26,PTB005,Dean and Annie,run,,20,,none,swift,0.88,6.2,,0,siltClay,siltClay,10,terrestrialVeg,,10a0f166-e9b3-4035-80ce-7b72d5603c5a,5/21/2021 16:16,,5/21/2021 16:16,
105,3f8bd143-1817-4fde-a320-5069004d6abc,4/30/2021 16:00,11:28,PTB005,Dean and Annie,run,,35,,none,swift,1,6,,1,siltClay,sand,10,"terrestrialVeg,largeWoodyDebris",,10a0f166-e9b3-4035-80ce-7b72d5603c5a,5/21/2021 16:16,,5/21/2021 16:16,
106,12bde330-5d51-4b3f-b1bb-470940362e16,4/30/2021 16:00,11:39,PTB005,Dean and Annie,run,,53,,none,swift,0.23,6,,2,sand,gravel,10,"terrestrialVeg,largeWoodyDebris",,10a0f166-e9b3-4035-80ce-7b72d5603c5a,5/21/2021 16:16,,5/21/2021 16:16,
107,ec5f7d88-2b24-4359-bae8-94e66cd6e120,4/30/2021 16:00,11:41,PTB005,Dean and Annie,run,,75,,none,swift,0.22,6,,1,siltClay,siltClay,20,"terrestrialVeg,largeWoodyDebris",,10a0f166-e9b3-4035-80ce-7b72d5603c5a,5/21/2021 16:16,,5/21/2021 16:16,
108,6778e14c-7088-49c7-b062-a9b15d3a37ee,4/30/2021 16:00,11:44,PTB005,Dean and Annie,run,,100,,none,swift,0.22,6.3,,0,sand,gravel,20,terrestrialVeg,,10a0f166-e9b3-4035-80ce-7b72d5603c5a,5/21/2021 16:16,,5/21/2021 16:16,
109,cc90a572-7bae-42c9-9d06-0aabcb2a6ec4,5/21/2021 16:00,11:18,MOB007.5,Annie and Emma ,riffle,,4.1,,none,swift,0.25,2.1,,0,cobble,gravel,10,None,,666ac11f-7b19-42ad-b2e1-be0edf2581d9,5/21/2021 16:16,,5/21/2021 16:16,
110,4420a166-3615-469c-b38c-3d57fc455155,5/21/2021 16:00,11:21,MOB007.5,Annie and Emma ,run,,28.5,,fast,swift,0.31,6.2,,1,gravel,sand,30,terrestrialVeg,,666ac11f-7b19-42ad-b2e1-be0edf2581d9,5/21/2021 16:16,,5/21/2021 16:16,
111,6479bfd8-a5d8-48e8-9931-a10dd83fc641,5/21/2021 16:00,11:26,MOB007.5,Annie and Emma ,pool,,40,,slow,standing,0.42,4.8,beaver,10,gravel,sand,50,"largeWoodyDebris,terrestrialVeg,undercutBanks",,666ac11f-7b19-42ad-b2e1-be0edf2581d9,5/21/2021 16:16,,5/21/2021 16:16,
112,d2bcc42c-4fbd-4421-a211-5990ce2e9acb,5/21/2021 16:00,11:31,MOB007.5,Annie and Emma ,run,,74,,none,swift,0.46,5.9,,15,gravel,sand,30,"undercutBanks,terrestrialVeg",End at what seems like the remnants of a human made dam with a rope over it (to walk across?),666ac11f-7b19-42ad-b2e1-be0edf2581d9,5/21/2021 16:16,,5/21/2021 16:16,
113,8026789b-a045-4cdf-91da-160c1e5482d3,5/21/2021 16:00,11:40,MOB007.5,Annie and Emma ,pool,,86,,none,slow,0.6,9.6,large woody debris,5,gravel,siltClay,20,"largeWoodyDebris,terrestrialVeg",Woody debris looks manmade,666ac11f-7b19-42ad-b2e1-be0edf2581d9,5/21/2021 16:16,,5/21/2021 16:16,
114,9e54f8db-86e2-4062-900d-3bbeaded6d5c,5/21/2021 16:00,11:49,MOB007.5,Annie and Emma ,run,,100,,slow,slow,0.65,6.1,,20,sand,siltClay,20,"largeWoodyDebris,terrestrialVeg",,666ac11f-7b19-42ad-b2e1-be0edf2581d9,5/21/2021 16:16,,5/21/2021 16:16,
115,3c9116fc-81b1-4b59-a163-b151f0a0da2c,4/30/2021 16:00,12:23,Beb005,D Devine E Tobin,riffle,,30,,none,swift,0.36,3.4,,0,boulder,cobble,0,"whitewater,largeSubstrate",Channelized by stone walls. Habitat is much better down stream,1b36200d-d4af-4eac-b1ae-d9f8b1b4d773,5/21/2021 16:40,,5/21/2021 16:40,
116,a57f931e-d1bb-4c86-9b1b-6b811d85aeb7,4/30/2021 16:00,12:33,Beb005,D Devine E Tobin,riffle,,43,,none,swift,0.27,3.3,,0,cobble,gravel,100,other,Under bridge ,1b36200d-d4af-4eac-b1ae-d9f8b1b4d773,5/21/2021 16:40,,5/21/2021 16:40,
117,31f831a3-9348-4290-98ed-7f62bafb93e4,4/30/2021 16:00,12:36,Beb005,D Devine E Tobin,riffle,,50.7,,none,swift,0.33,4.1,,1,boulder,gravel,10,largeSubstrate,,1b36200d-d4af-4eac-b1ae-d9f8b1b4d773,5/21/2021 16:40,,5/21/2021 16:40,
118,54a3c4ad-3292-47c4-90c1-4c057670e00e,4/30/2021 16:00,12:41,Beb005,D Devine E Tobin,pool,,74,,none,slow,0.45,9.3,artificial,1,siltClay,sand,10,largeSubstrate,,1b36200d-d4af-4eac-b1ae-d9f8b1b4d773,5/21/2021 16:40,,5/21/2021 16:40,
119,31aabf57-e8e5-462e-a9c9-a50a33d0c210,4/30/2021 16:00,12:53,Beb005,D Devine E Tobin,pool,,100,,none,slow,0.74,8.2,large woody debris,1,siltClay,sand,10,"aquaticVeg,terrestrialVeg",,1b36200d-d4af-4eac-b1ae-d9f8b1b4d773,5/21/2021 16:40,,5/21/2021 16:40,
120,b21ad4ea-55f7-4c82-9123-f5cbe11deb3d,5/21/2021 16:00,12:25,THB006,Dean Will,pool,,100,,none,swift,0.58,3.3,boulder,0,,,90,"undercutBanks,terrestrialVeg",,f2f6ada2-809b-42aa-bf14-81be0e44397a,5/21/2021 16:58,,5/21/2021 16:58,
121,2380ad01-f24e-4c1d-8db5-751a226c006b,5/21/2021 16:00,12:27,THB006,Dean Will,run,,90,,none,swift,0.55,3.5,,0,,,0,terrestrialVeg,,f2f6ada2-809b-42aa-bf14-81be0e44397a,5/21/2021 16:58,,5/21/2021 16:58,
122,d454c550-36f2-4cc6-8881-069b6b93c16c,5/21/2021 16:00,12:34,THB006,Dean Will,pool,,86,,none,swift,0.7,3.5,meander,1,,,10,"terrestrialVeg,largeWoodyDebris",,f2f6ada2-809b-42aa-bf14-81be0e44397a,5/21/2021 16:58,,5/21/2021 16:58,
123,1edbf460-4ddd-46de-bec4-78ee06e5a836,5/21/2021 16:00,12:37,THB006,Dean Will,run,,27,,none,swift,0.42,2.5,,0,,,80,"terrestrialVeg,aquaticVeg",,f2f6ada2-809b-42aa-bf14-81be0e44397a,5/21/2021 16:58,,5/21/2021 16:58,
124,b05a62dd-82ae-44ed-a6b1-4b7f7078119e,5/21/2021 16:00,12:45,THB006,Dean Will,pool,,23.5,,none,swift,0.53,3.5,,0,,,70,terrestrialVeg,,f2f6ada2-809b-42aa-bf14-81be0e44397a,5/21/2021 16:58,,5/21/2021 16:58,
125,ea48be93-54b8-45bb-9ba8-0b14b9bc8059,5/21/2021 16:00,12:48,THB006,Dean Will,run,,0,,none,swift,0.28,3.5,,0,,,10,terrestrialVeg,,f2f6ada2-809b-42aa-bf14-81be0e44397a,5/21/2021 16:58,,5/21/2021 16:58,
126,1e9f0969-ab98-47f6-afa6-427ac0a124d6,4/30/2021 16:00,13:02,POB002,Dean and Annie,run,,27,,none,swift,0.32,2.4,,1,gravel,sand,10,"largeWoodyDebris,undercutBanks,terrestrialVeg",,e6961c89-0ac9-4de2-acb2-0424b62ae57f,5/21/2021 17:04,,5/21/2021 17:04,
127,4b03c723-1157-4572-bcbc-be69ed1ed90f,4/30/2021 16:00,13:08,POB002,Dean and Annie,run,,41,,none,swift,0.32,4.7,,4,sand,gravel,10,"terrestrialVeg,largeWoodyDebris",,e6961c89-0ac9-4de2-acb2-0424b62ae57f,5/21/2021 17:04,,5/21/2021 17:04,
128,928f78bd-efc3-40a3-a4b0-2f542f056bff,4/30/2021 16:00,13:12,POB002,Dean and Annie,riffle,,48,,none,swift,0.6,3.6,,1,gravel,sand,10,terrestrialVeg,,e6961c89-0ac9-4de2-acb2-0424b62ae57f,5/21/2021 17:04,,5/21/2021 17:04,
129,624a83d7-e387-41db-bf82-3c42692618d0,4/30/2021 16:00,13:16,POB002,Dean and Annie,riffle,,100,,none,swift,0.38,3.9,,3,gravel,sand,10,terrestrialVeg,,e6961c89-0ac9-4de2-acb2-0424b62ae57f,5/21/2021 17:04,,5/21/2021 17:04,
130,b81d6b28-36e7-436c-b714-700f49921995,5/22/2021 16:00,9:37,PUB004,"Mark Kelly, Chris Hirsch ",riffle,,6.8,,none,swift,0.2,2.8,,0,sand,gravel,30,"terrestrialVeg,other",Concrete Pipe,6fd89da7-66fb-472b-b437-121be68148c7,5/22/2021 14:37,,5/22/2021 14:37,
131,41937983-9776-4b0f-9313-45a4e24a283d,5/22/2021 16:00,9:41,PUB004,"Mark Kelly, Chris Hirsch ",run,,35.6,,none,slow,0.21,3.5,,5,sand,,80,"largeWoodyDebris,terrestrialVeg,undercutBanks",,6fd89da7-66fb-472b-b437-121be68148c7,5/22/2021 14:37,,5/22/2021 14:37,
